,Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths,observationdate_value,count
67811,117827,National authorities,14.5377,100.0699,Asia,Thailand,Suphanburi,BAN PHO,Unknown,22/09/2004,22/09/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1600.0,,302.0,1298.0,,,,,,2004.72603,109
69256,117829,National authorities,12.7561,101.0411,Asia,Thailand,Rayong,SAMNAK TH,Unknown,23/09/2004,23/09/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",140.0,,80.0,136.0,,,,,,2004.72877,110
71793,117833,National authorities,14.3488,100.1739,Asia,Thailand,Suphanburi,TAKHA,Unknown,25/09/2004,25/09/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2000.0,,1109.0,891.0,,,,,,2004.73425,111
72733,117843,National authorities,14.6675,100.0122,Asia,Thailand,Suphanburi,NONG SARA,Unknown,26/09/2004,26/09/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3500.0,,1300.0,2200.0,,,,,,2004.73699,112
73536,117847,National authorities,14.5958,99.9686,Asia,Thailand,Suphanburi,RAI ROT,Unknown,27/09/2004,27/09/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",30000.0,,4424.0,4108.0,,,,,,2004.73973,113
74722,117897,National authorities,15.9838,100.0044,Asia,Thailand,Nakhon Sawan,CHAROEN P,Unknown,28/09/2004,28/09/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",120.0,,40.0,80.0,,,,,,2004.74247,114
75440,117923,National authorities,14.3291,100.2467,Asia,Thailand,Suphanburi,PHAI KONG,Unknown,29/09/2004,29/09/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5000.0,,2462.0,2538.0,,,,,,2004.74521,115
76161,117957,National authorities,16.1449,101.0377,Asia,Thailand,Phetchabun,HUAI PONG,Unknown,30/09/2004,30/09/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",152.0,,102.0,50.0,,,,,,2004.74795,116
607,117963,National authorities,16.1958,100.795,Asia,Thailand,Phetchabun,THA KHAM,Unknown,1/10/04,1/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",96.0,,92.0,4.0,,,,,,2004.75068,117
1166,117979,National authorities,8.3111,100.1877,Asia,Thailand,Nakhon Si Thammarat,HU LONG,Unknown,2/10/04,2/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",50.0,13.0,13.0,37.0,,,,,,2004.75342,118
1718,117987,National authorities,15.6144,101.5591,Asia,Thailand,Chaiyaphum,SAP YAI,Unknown,3/10/04,3/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",269.0,2.0,32.0,237.0,,,,,,2004.75616,119
2321,117991,National authorities,5.7508,101.18799999999999,Asia,Thailand,Yala,YA ROM,Unknown,4/10/04,4/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",200.0,,70.0,130.0,,,,,,2004.7589,120
2900,118245,National authorities,14.3619,100.2275,Asia,Thailand,Suphanburi,ONGKHARAK,Unknown,5/10/04,5/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,700.0,,,,,,,2004.76164,121
3782,118315,National authorities,14.3852,100.0674,Asia,Thailand,Suphanburi,MAKHAM LO,Unknown,6/10/04,6/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6800.0,,1500.0,5300.0,,,,,,2004.76438,122
4254,118395,National authorities,14.5141,100.2852,Asia,Thailand,Ang Thong,LAK KAEO,Unknown,7/10/04,7/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3500.0,,3500.0,,,,,,,2004.76712,123
4742,118485,National authorities,14.7638,100.5391,Asia,Thailand,Lopburi,LAT SALI,Unknown,8/10/04,8/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6500.0,,5385.0,1115.0,,,,,,2004.76986,124
5196,118499,National authorities,14.0158,100.1686,Asia,Thailand,Nakhon Pathom,BANG LEN,Unknown,9/10/04,9/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",20000.0,1350.0,3290.0,16710.0,,,,,,2004.7726,125
5424,118503,National authorities,14.0158,100.1686,Asia,Thailand,Nakhon Pathom,BANG LEN,Unknown,10/10/04,10/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",43500.0,,5045.0,40084.0,,,,,,2004.77534,126
5591,118531,National authorities,14.677999999999999,100.3552,Asia,Thailand,Ang Thong,THANG PHR,Unknown,11/10/04,11/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5000.0,2000.0,600.0,4400.0,,,,,,2004.77808,127
5847,118613,National authorities,14.0672,100.32799999999999,Asia,Thailand,Nonthaburi,RAT NIYOM,Unknown,12/10/04,12/10/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6000.0,,1410.0,4590.0,,,,,,2004.78082,128
49293,118625,National authorities,14.4663,99.8916,Asia,Thailand,Suphanburi,DON KHA,Unknown,13/10/2004,13/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4200.0,,170.0,1030.0,,,,,,2004.78356,129
51345,118651,National authorities,14.6102,100.4138,Asia,Thailand,Ang Thong,PA NGIO,Unknown,14/10/2004,14/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",20000.0,5000.0,1100.0,18900.0,,,,,,2004.7863,130
52758,118777,National authorities,14.2008,100.1772,Asia,Thailand,Suphanburi,BANG TATH,Unknown,15/10/2004,15/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1200.0,,500.0,700.0,,,,,,2004.78904,131
55858,118875,National authorities,14.263,100.3563,Asia,Thailand,Phra Nakhon Si Ayudhya,CHAI NA,Unknown,16/10/2004,16/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",15000.0,850.0,7130.0,7870.0,,,,,,2004.79178,132
55869,118817,National authorities,13.724720000000001,102.71139000000001,Asia,Cambodia,Banteay Meanchey,WANG TAKH,Unknown,16/10/2004,16/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",38.0,,38.0,,,,,,,2004.79178,133
55870,118797,National authorities,13.7247,101.0155,Asia,Thailand,Chachoengsao,WANG TAKH,Unknown,16/10/2004,16/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",26.0,,26.0,,,,,,,2004.79178,134
59114,118930,National authorities,14.677999999999999,100.3552,Asia,Thailand,Ang Thong,THANG PHR,Unknown,17/10/2004,17/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4500.0,3000.0,1500.0,3000.0,,,,,,2004.79452,135
61143,118982,National authorities,14.3852,100.0674,Asia,Thailand,Suphanburi,MAKHAM LO,Unknown,18/10/2004,18/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2000.0,100.0,500.0,1500.0,,,,,,2004.79726,136
62422,119008,National authorities,14.4444,100.0688,Asia,Thailand,Suphanburi,DON KAM Y,Unknown,19/10/2004,19/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",16500.0,,1600.0,14900.0,,,,,,2004.8,137
64401,119090,National authorities,14.7694,99.8144,Asia,Thailand,Suphanburi,THAP LUAN,Unknown,20/10/2004,20/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",280.0,15.0,148.0,132.0,,,,,,2004.80274,138
66596,119119,National authorities,14.9008,100.0858,Asia,Thailand,Suphanburi,DOEM BANG,Unknown,21/10/2004,21/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",8000.0,100.0,4000.0,4000.0,,,,,,2004.80548,139
67853,119257,National authorities,15.0549,100.3791,Asia,Thailand,Singburi,THONG EN,Unknown,22/10/2004,22/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",20841.0,,9841.0,11000.0,,,,,,2004.80822,140
67870,119269,National authorities,12.97194,102.71139000000001,Asia,Cambodia,Pailin,KAENG HAN,Unknown,22/10/2004,22/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",60.0,50.0,1.0,59.0,,,,,,2004.80822,141
69275,119336,National authorities,14.8741,100.5027,Asia,Thailand,Lopburi,MUCHALIN,Unknown,23/10/2004,23/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",12000.0,,1278.0,10722.0,,,,,,2004.81096,142
70845,119373,National authorities,14.2394,100.6769,Asia,Thailand,Phra Nakhon Si Ayudhya,BO TA LO,Unknown,24/10/2004,24/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",35.0,,35.0,,,,,,,2004.8137,143
72745,119431,National authorities,14.698,100.3291,Asia,Thailand,Ang Thong,NONG MAE,Unknown,26/10/2004,26/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4500.0,3000.0,2140.0,2360.0,,,,,,2004.81918,144
73562,119479,National authorities,14.5205,100.4358,Asia,Thailand,Ang Thong,NORASING,Unknown,27/10/2004,27/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",14000.0,1500.0,1500.0,12500.0,,,,,,2004.82192,145
74764,119532,National authorities,15.8194,100.2344,Asia,Thailand,Nakhon Sawan,KHOK MO,Unknown,28/10/2004,28/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2500.0,,600.0,1900.0,,,,,,2004.82466,146
75473,119608,National authorities,14.4947,100.0027,Asia,Thailand,Suphanburi,SA KAEO,Unknown,29/10/2004,29/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",94000.0,,17040.0,76960.0,,,,,,2004.8274,147
76192,119674,National authorities,14.0441,101.0125,Asia,Thailand,Nakhon Nayok,SRISA KRA,Unknown,30/10/2004,30/10/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6100.0,,320.0,5780.0,,,,,,2004.83014,148
641,119717,National authorities,14.5811,100.3866,Asia,Thailand,Ang Thong,HUA TAPHA,Unknown,1/11/04,1/11/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4000.0,,800.0,3200.0,,,,,,2004.83562,149
1181,119745,National authorities,14.5641,100.26,Asia,Thailand,Ang Thong,PO MUANGP,Unknown,2/11/04,2/11/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5000.0,,100.0,4900.0,,,,,,2004.83836,150
1723,119783,National authorities,14.8169,100.4899,Asia,Thailand,Lopburi,THA WUNG,Unknown,3/11/04,3/11/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3000.0,,363.0,2637.0,,,,,,2004.8411,151
2351,119819,National authorities,15.0425,100.135,Asia,Thailand,Chainat,PHRAEK SR,Unknown,4/11/04,4/11/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",15000.0,12020.0,2980.0,12020.0,,,,,,2004.84384,152
3088,119871,National authorities,14.5142,100.2854,Asia,Thailand,Ang Thong,LAK KAEO,Unknown,5/11/04,5/11/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1000.0,,632.0,368.0,,,,,,2004.84658,153
4898,119945,National authorities,14.7638,100.5391,Asia,Thailand,Lopburi,LAT SALI,Unknown,8/11/04,8/11/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6000.0,,918.0,5082.0,,,,,,2004.85479,154
5217,120035,National authorities,14.2838,100.0044,Asia,Thailand,Suphanburi,HUA PHO,Unknown,9/11/04,9/11/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4500.0,,90.0,3862.0,,,,,,2004.85753,155
5433,120063,National authorities,14.552999999999999,99.9569,Asia,Thailand,Suphanburi,SANAM KHL,Unknown,10/11/04,10/11/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",100000.0,,600.0,99400.0,,,,,,2004.86027,156
5627,120094,National authorities,14.3458,100.1058,Asia,Thailand,Suphanburi,WAT DAO,Unknown,11/11/04,11/11/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",400.0,,380.0,20.0,,,,,,2004.86301,157
5893,120126,National authorities,14.6519,100.3019,Asia,Thailand,Ang Thong,YANG CHAI,Unknown,12/11/04,12/11/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4500.0,4500.0,3900.0,600.0,,,,,,2004.86575,158
49365,120156,National authorities,17.1891,98.9794,Asia,Thailand,Tak,YAN RI,Unknown,13/11/2004,13/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",17.0,,17.0,,,,,,,2004.86849,159
52845,120182,National authorities,14.7122,100.0277,Asia,Thailand,Suphanburi,BAN SA,Unknown,15/11/2004,15/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",8000.0,,821.0,7179.0,,,,,,2004.87397,160
56315,120228,National authorities,14.7198,100.4976,Asia,Thailand,Lopburi,BAN BOEK,Unknown,16/11/2004,16/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6000.0,,3945.0,2055.0,,,,,,2004.87671,161
59183,120246,National authorities,14.5377,100.0699,Asia,Thailand,Suphanburi,BAN PHO,Unknown,17/11/2004,17/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4000.0,,500.0,3500.0,,,,,,2004.87945,162
61215,120284,National authorities,14.7122,100.0277,Asia,Thailand,Suphanburi,BAN SA,Unknown,18/11/2004,18/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3000.0,,287.0,2657.0,,,,,,2004.88219,163
62481,120314,National authorities,15.9499,100.3102,Asia,Thailand,Nakhon Sawan,KHA MANG,Unknown,19/11/2004,19/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",7000.0,,1000.0,6000.0,,,,,,2004.88493,164
64489,120322,National authorities,16.8952,99.9591,Asia,Thailand,Sukhothai,KONG,Unknown,20/11/2004,20/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",180.0,,136.0,44.0,,,,,,2004.88767,165
69322,120330,National authorities,14.5141,100.2852,Asia,Thailand,Ang Thong,LAK KAEO,Unknown,23/11/2004,23/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",10000.0,,3000.0,7000.0,,,,,,2004.89589,166
71017,120362,National authorities,14.7123,100.0278,Asia,Thailand,Suphanburi,BAN SA,Unknown,24/11/2004,24/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3000.0,,321.0,2601.0,,,,,,2004.89863,167
71880,120376,National authorities,14.6033,100.2475,Asia,Thailand,Ang Thong,SAM KO,Unknown,25/11/2004,25/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",84.0,,61.0,23.0,,,,,,2004.90137,168
72798,120402,National authorities,14.868,100.0352,Asia,Thailand,Suphanburi,HUA KHAO,Unknown,26/11/2004,26/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1500.0,,255.0,1245.0,,,,,,2004.90411,169
73619,120426,National authorities,15.6361,100.3658,Asia,Thailand,Nakhon Sawan,WANG MAHA,Unknown,27/11/2004,27/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3985.0,,342.0,3643.0,,,,,,2004.90685,170
75541,120438,National authorities,16.3916,100.3077,Asia,Thailand,Phichit,MUEANG KA,Unknown,29/11/2004,29/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",60.0,,56.0,4.0,,,,,,2004.91233,171
76244,120450,National authorities,14.1352,100.375,Asia,Thailand,Phra Nakhon Si Ayudhya,KHONG PHR,Unknown,30/11/2004,30/11/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",8430.0,,10.0,8420.0,,,,,,2004.91507,172
741,120454,National authorities,16.9811,100.2444,Asia,Thailand,Phitsanulok,HO KLONG,Unknown,1/12/04,1/12/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",115.0,,61.0,54.0,,,,,,2004.91781,173
1297,120468,National authorities,14.4055,99.9944,Asia,Thailand,Suphanburi,SUAN TAEN,Unknown,2/12/04,2/12/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5000.0,,943.0,4057.0,,,,,,2004.92055,174
1830,120492,National authorities,15.9772,99.8466,Asia,Thailand,Kampaeng Phet,BANG KAEO,Unknown,3/12/04,3/12/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2500.0,,700.0,1800.0,,,,,,2004.92329,175
3291,120498,National authorities,16.5441,100.25,Asia,Thailand,Phitsanulok,SANAM KHL,Unknown,5/12/04,5/12/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",43.0,,11.0,32.0,,,,,,2004.92877,176
4381,120520,National authorities,16.5103,100.3002,Asia,Thailand,Phichit,PHAI KHWA,Unknown,7/12/04,7/12/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",150.0,,140.0,10.0,,,,,,2004.93425,177
4961,120552,National authorities,16.6679,100.3272,Asia,Thailand,Phitsanulok,THA TAN,Unknown,8/12/04,8/12/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5000.0,,400.0,4600.0,,,,,,2004.93699,178
5280,120582,National authorities,16.6719,100.2683,Asia,Thailand,Phitsanulok,WANG NAM,Unknown,9/12/04,9/12/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",20.0,,10.0,10.0,,,,,,2004.93973,179
5462,5830,Other,37.87472,127.73416999999999,Asia,Republic of Korea,Kang-won-do,Chunchon,Unknown,10/12/04,10/12/04,Confirmed,Influenza - Avian,LPAI,"domestic, duck, domestic, chicken, domestic, chicken",,26000.0,20000.0,,,,,,,2004.94247,180
5463,120594,National authorities,16.3327,100.4238,Asia,Thailand,Phichit,HUA DONG,Unknown,10/12/04,10/12/04,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",200.0,,200.0,,,,,,,2004.94247,181
49631,120606,National authorities,16.4913,100.39299999999999,Asia,Thailand,Phichit,PA MAKHAP,Unknown,13/12/2004,13/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",58.0,,46.0,12.0,,,,,,2004.95068,182
51497,120610,National authorities,16.0747,100.3255,Asia,Thailand,Phichit,THA BUA,Unknown,14/12/2004,14/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",500.0,,57.0,443.0,,,,,,2004.95342,183
53040,120618,National authorities,15.7872,100.4188,Asia,Thailand,Nakhon Sawan,WANG YAI,Unknown,15/12/2004,15/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",40.0,5.0,30.0,10.0,,,,,,2004.95616,184
56893,120622,National authorities,13.9561,100.2133,Asia,Thailand,Nakhon Pathom,LAM PHA Y,Unknown,16/12/2004,16/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",70.0,,13.0,70.0,,,,,,2004.9589,185
59300,120628,National authorities,14.3105,100.8594,Asia,Thailand,Saraburi,KUM HAK,Unknown,17/12/2004,17/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1500.0,,13.0,1487.0,,,,,,2004.96164,186
61280,120634,National authorities,16.8575,100.1755,Asia,Thailand,Phitsanulok,BAN KRANG,Unknown,18/12/2004,18/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",200.0,,120.0,80.0,,,,,,2004.96438,187
64589,120642,National authorities,14.4444,100.0688,Asia,Thailand,Suphanburi,DON KAM Y,Unknown,20/12/2004,20/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1200.0,,150.0,1050.0,,,,,,2004.96986,188
66769,120650,National authorities,16.8861,100.2561,Asia,Thailand,Phitsanulok,PAK THOK,Unknown,21/12/2004,21/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",50.0,,20.0,30.0,,,,,,2004.9726,189
68049,120652,National authorities,16.668,100.3272,Asia,Thailand,Phitsanulok,THA TAN,Unknown,22/12/2004,22/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",80.0,,32.0,48.0,,,,,,2004.97534,190
69391,120658,National authorities,16.8861,100.2561,Asia,Thailand,Phitsanulok,PAK THOK,Unknown,23/12/2004,23/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",300.0,,50.0,250.0,,,,,,2004.97808,191
71961,120664,National authorities,15.7408,100.3447,Asia,Thailand,Nakhon Sawan,PHANOM SE,Unknown,25/12/2004,25/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",60.0,20.0,20.0,40.0,,,,,,2004.98356,192
73652,120674,National authorities,16.5625,100.3491,Asia,Thailand,Phitsanulok,PHAI LOM,Unknown,27/12/2004,27/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6000.0,,1530.0,4470.0,,,,,,2004.98904,193
74872,120682,National authorities,16.8144,100.2594,Asia,Thailand,Phitsanulok,NAI MUEAN,Unknown,28/12/2004,28/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",70.0,,70.0,,,,,,,2004.99178,194
75599,120684,National authorities,14.1755,100.0838,Asia,Thailand,Suphanburi,BANG LEN,Unknown,29/12/2004,29/12/2004,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",52.0,,52.0,,,,,,,2004.99452,195
5948,150284,National authorities,10.012063000000001,106.29393700000001,Asia,Viet Nam,Tra Vinh,Dai Phuoc,Centroid Admin3,1/1/05,1/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,95.0,150.0,,,,,,2005.00274,196
6281,150293,National authorities,9.987892,105.796458,Asia,Viet Nam,Hau Giang,Pho To,Centroid Admin3,3/1/05,3/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, muscovy ducks",,,6.0,71.0,,,,,,2005.00822,197
6355,150309,National authorities,10.551788,106.607767,Asia,Viet Nam,Long An,My Le,Centroid Admin3,4/1/05,4/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,500.0,4000.0,,,,,,2005.01096,198
6370,120694,National authorities,16.8144,100.2594,Asia,Thailand,Phitsanulok,NAI MUEAN,Unknown,4/1/05,4/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",30.0,,30.0,,,,,,,2005.01096,199
6479,150311,National authorities,10.317442999999999,106.39902,Asia,Viet Nam,Ben Tre,Quoi Son,Centroid Admin3,5/1/05,5/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,500.0,3600.0,,,,,,2005.0137,200
6487,120698,National authorities,16.668,100.3272,Asia,Thailand,Phitsanulok,THA TAN,Unknown,5/1/05,5/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",50.0,,3.0,47.0,,,,,,2005.0137,201
6552,150327,National authorities,10.510178999999999,106.37696799999999,Asia,Viet Nam,Long An,Khanh Hau,Centroid Admin3,6/1/05,6/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1100.0,1100.0,,,,,,2005.01644,202
6632,150335,National authorities,10.371817,106.652887,Asia,Viet Nam,Tien Giang,Long Chanh,Centroid Admin3,7/1/05,7/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,150.0,800.0,,,,,,2005.01918,203
6635,120702,National authorities,16.7497,100.2705,Asia,Thailand,Phitsanulok,BUENG PHR,Unknown,7/1/05,7/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",31.0,,31.0,,,,,,,2005.01918,204
6708,150343,National authorities,10.016729,106.112031,Asia,Viet Nam,Vinh Long,Hieu Nhon,Centroid Admin3,8/1/05,8/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,435.0,1355.0,,,,,,2005.02192,205
6780,150359,National authorities,10.451477,106.522199,Asia,Viet Nam,Long An,Thanh Phu Long,Centroid Admin3,9/1/05,9/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,,1014.0,1260.0,,,,,,2005.02466,206
6846,150381,National authorities,9.315767,105.489994,Asia,Viet Nam,Bac Lieu,Phong Thanh Dong,Centroid Admin3,10/1/05,10/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck",,,3496.0,5696.0,,,,,,2005.0274,207
6936,150391,National authorities,10.317442999999999,106.39902,Asia,Viet Nam,Ben Tre,Quoi Son,Centroid Admin3,11/1/05,11/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,3300.0,3300.0,,,,,,2005.03014,208
7021,150406,National authorities,10.927468,105.55146699999999,Asia,Viet Nam,Long An,Hung Dien,Centroid Admin3,12/1/05,12/1/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,2390.0,2390.0,,,,,,2005.03288,209
44152,150425,National authorities,10.596921,106.42777,Asia,Viet Nam,Long An,Nhi Thanh,Centroid Admin3,13/01/2005,13/01/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1500.0,1500.0,,,,,,2005.03562,210
